
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00024012 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°179 à 182 SEPTEMBRE 2015";"01/10/15";"01/05/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"01/10/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°179 à 182 soit jusque fin Septembre 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. ************************************************************ Echéance modifiée pour erreur d'un Groupe Responsable sur une action MSR RO";
"00024273 ";"DOCN";"IDS";"DEROGATION - D455015034542/843/844 - 1234P2016 DAM";"09/10/15";"01/08/16";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"18/07/16";"D";" COMMENTAIRES ILD AU CLIP 46 DU 19/08/2015 : MVM Lot P3 : Sera décliné par la SP. A noter le courrier 34843 qui passe les visites 3 mois en 4 mois pour adaptation à la DT296. A noter le courrier 34844 qui liste les dérogations unitaires ayant un caractère générique. En principe, on a du les intercepter au fil de l'eau. A noter le courrier 34541 de justification des positions prises Attente d'un PA palier pour intégration DAM. Cependant, il n'est pas exclu d'en faire une analyse rapide et de vérifier les gains à réaliser sur la VP TR3/2015 et VP2016 (le gel VPTR2/2016 est déja fait à cette date). En CLIP, le pilote (B Baudoin)  souhaite un PA pour mener cette analyse avant de recevoir le PA palier . Création d'1PA (00024273) , pilote PAIDSPI (B Baudoin), 1234P2016 , 1 action ANA, 1 action TOR (PAAUTPI pour P Crozat), échéance : 01/02/2016 (avant début campagne 2016 d'AT)";
"00024273 ";"DOCN";"IDS";"DEROGATION - D455015034542/843/844 - 1234P2016 DAM";"09/10/15";"01/08/16";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"18/07/16";"S";"Pour le courrier D455015034542, voir point ci-dessous : ASG 001 RF : Dérog non prise en compte (voir action MSR) RCV 003 RF : dérogation prise en compte CVI 001 à 004 RF : décision de ne pas prendre en compte la dérogation, car non précise (suivant REX local) Toutes les autres dérogations sont déjà intégrées : (PTR 005 PO, GRH xxx RF, traversée EPP --> utilisation d'une autre dérogation pour calage à 10 cycles, GEX 001 AP) Pour le courrier D455015034843 (passage de la périodicité de 3 mois à 4 mois), d'attendre la prise en compte de cette dérogation par la SP, car cela touche beaucoup d'objet qu'il faudra reprendre par la suite. Pour le courrier D455013034844, ce courrier concerne une dérogation pour DAM déjà intégrée afin qu'elle soit générique. Pas d'impact";
"00025169 ";"DOCN";" ";"DI001 - MEA NTAQ PDR D4507070907 IND 2 - 1234P2017 DAM";"04/11/15";"30/06/16";" ";"DAM";"PALNUPI";;;;"APPROUVÉ";"09/02/16";"D";" COMMENTAIRES ILD AU CLIP 50 DU 28/10/2015 : Cette NTAQ détaille la doc relative aux matériels et PDR (liste des documents nécessaires au montage, documents à fournir..), fonction de leur catégorie, et de la réglementation applicable ESPN CPP/CSP. Le Pilote s'assure auprès des métiers concernés que le Référentiel local intègre ce nouvel indice.  Pilote : SLT ingénieur PDR. Création d'1 PA (00025169) , pilote PALNUPI (B Labat pour N Abbadi), IPC posible, 1234P2017, échéance 30/06/2016, 1 action MSR CH (PACHAPI pour C Balland, 1 action SIR (PASIRPI pour M Moutier) =========================================================== pilotage des indicateurs par les PA, création d 'une action SLT";
"00025181 ";"DOCN";"EXP";"[DI001]-MEA de FA CA CPY 006 indice 0-PNPP 1702 - 2C2018 DAM";"04/11/15";"31/12/18";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"07/12/15";"D";" CADRE : EVENEMENTIEL  Pour le REX de la campagne 2015, seules ces versions cl4 seront indicées et remplaceront à terme les versions ETAT VD2 et ETAT VD3. Par conséquent, ces nouvelles versions seront à intégrer pour tous les sites pour la campagne 2016 CONTEXTE : Déclinaison modification PNPP 1702 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour intégration SI CHARGE DE TRAVAIL : 4h pour intégration doc de site COMMENTAIRE ILD AU CLIP 50 DU 28/10/2015 : La FA CA CPY006 a été prescrite le 26 juin 2015 et vue en CLIP45. Il s'agit de la modification de la condamnation administrative sur le préchauffage filtre U5 pour réalimentation externe par FARN. Les CL4 ont été prescrits par D0900CP1500041 vue en CLIP47 (prescription CPC CA et EPCCCA20). La PNPP1702 est réalisée TEM en TR1/2015, TR2/2016, TR3/2015, TR4/2016 selon planinng CIPN. Création de 4 PA (00025178, 00025181, 00025183, 00025187) pilote PAEXPPI (D Ravix/L Genter), 1C2015 échéance 31/12/2015, 2 C2016 échéance : 31/12/2016, 3C2015 échéance 31/12/2015, 4C2016 échéance 31/12/2016 ============================================================ ILD le 26/11/2015: Selon note ILM BPI VP/TR-2016, report du dossier au dela de la VP2016, peut être VP2018 , à voir..";
"00025187 ";"DOCN";"EXP";"[DI001]-MEA de FA CA CPY 006 indice 0-PNPP 1702 - 4C2018 DAM";"04/11/15";"31/12/18";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"07/12/15";"D";" CADRE : EVENEMENTIEL  Pour le REX de la campagne 2015, seules ces versions cl4 seront indicées et remplaceront à terme les versions ETAT VD2 et ETAT VD3. Par conséquent, ces nouvelles versions seront à intégrer pour tous les sites pour la campagne 2016 CONTEXTE : Déclinaison modification PNPP 1702 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour intégration SI CHARGE DE TRAVAIL : 4h pour intégration doc de site COMMENTAIRE ILD AU CLIP 50 DU 28/10/2015 : La FA CA CPY006 a été prescrite le 26 juin 2015 et vue en CLIP45. Il s'agit de la modification de la condamnation administrative sur le préchauffage filtre U5 pour réalimentation externe par FARN. Les CL4 ont été prescrits par D0900CP1500041 vue en CLIP47 (prescription CPC CA et EPCCCA20). La PNPP1702 est réalisée TEM en TR1/2015, TR2/2016, TR3/2015, TR4/2016 selon planinng CIPN. Création de 4 PA (00025178, 00025181, 00025183, 00025187) pilote PAEXPPI (D Ravix/L Genter), 1C2015 échéance 31/12/2015, 2 C2016 échéance : 31/12/2016, 3C2015 échéance 31/12/2015, 4C2016 échéance 31/12/2016 ============================================================ ILD le 26/11/2015: Selon note ILM BPI VP/TR2-2016, report du dossier au dela de la VP2016, peut être VP2018 , à voir..";
"00025192 ";"DOCN";" ";"DI001-MEA PNPP1628 ""CASEMATAGE EVENT BACHE PTR"" - 3C2017 DAM";"04/11/15";"31/12/17";" ";"DAM";"PASURPRCH3";;;;"APPROUVÉ";"25/11/15";"D";" COMMENTAIRES ILD AU CLIP 50 DU 28/10/2015 : Création de 4 PADOCN, pilote PASURPRCH3 (Y Chayah), PA (00025189, 00025190,00025192, 00025194) pour 1C2016, 2C2016, 3C2017, 4C2018 toutes échéances au 31/12 s'agissant d'une modification TEM dont on ne connait pas les dates de réalisation.";
"00025194 ";"DOCN";" ";"DI001-MEA PNPP1628 ""CASEMATAGE EVENT BACHE PTR"" - 4C2018 DAM";"04/11/15";"31/12/18";" ";"DAM";"PASURPRCH3";;;;"APPROUVÉ";"25/11/15";"D";" COMMENTAIRES ILD AU CLIP 50 DU 28/10/2015 : Création de 4 PADOCN, pilote PASURPRCH3 (Y Chayah), PA (00025189, 00025190,00025192, 00025194) pour 1C2016, 2C2016, 3C2017, 4C2018 toutes échéances au 31/12 s'agissant d'une modification TEM dont on ne connait pas les dates de réalisation.";
"00025679 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°183 à 187 OCTOBRE 2015";"19/11/15";"31/01/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"19/11/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°183 à 187 soit jusque fin Octobre 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014.";
"00026372 ";"DOCN";" ";"DI001 - MEA DE L'INSTRUCTION ""PNPP1628"" - 3C2017 DAM";"14/12/15";"08/09/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"28/06/16";"D";" COMMENTAIRES ILD AU CLIP 53 DU 09/12/2015: Modification TEM sur les 4 tranches. Création de 4 PA (00026369 ; 00026371 ; 0026372 ; 00026373 ): TR1, 1C2016 éch:30/06/2016 ; TR2 2C2016 éch 30/06/23016 ; TR3 3C2017 éch:30/06/2017 ; TR4 4C2018 éch 30/06/2018, Pilote PASURPRCH6 (F Faisant/R Germes), 1 action SSI dans chacun des PA";
"00026372 ";"DOCN";" ";"DI001 - MEA DE L'INSTRUCTION ""PNPP1628"" - 3C2017 DAM";"14/12/15";"08/09/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"28/06/16";"S";"Report de l'échéance du PA et de l'action associée au 08/09/2017 car dans le CR hebdo TEM d'IPE de la S24, il est mentionné que les travaux sur la PNPP1628 ont démarré S19 (soit la semaine du 08/05/2017) pour une durée de 4 mois (soit le 08/09/2017)";
"00026373 ";"DOCN";" ";"DI001 - MEA DE L'INSTRUCTION ""PNPP1628"" - 4C2018 DAM";"14/12/15";"30/06/18";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"28/06/16";"D";" COMMENTAIRES ILD AU CLIP 53 DU 09/12/2015: Modification TEM sur les 4 tranches. Création de 4 PA (00026369 ; 00026371 ; 0026372 ; 00026373 ): TR1, 1C2016 éch:30/06/2016 ; TR2 2C2016 éch 30/06/23016 ; TR3 3C2017 éch:30/06/2017 ; TR4 4C2018 éch 30/06/2018, Pilote PASURPRCH6 (F Faisant/R Germes), 1 action SSI dans chacun des PA";
"00026376 ";"DOCN";" ";"DI001 - DP 328 IND0 ""DDG PTR"" - 1234C2015 DAM";"14/12/15";"30/06/18";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"14/12/15";"D";" COMMENTAIRES ILD AU CLIP 53 DU 09/12/2015 : Inspections internes à réaliser sur les bâches PTR selon échéancier en annexe 1 de la DP. Inspections à réaliser TEM en amont de l'AT. Un MTI est disponible dans l'attente d'une réparation définitive avec vidange de la bâche sur l'AT qui suit immédiatement le contrôle TEM. Objets SDIN probables (exigences a minima) de la SP. Création d'1PA (00026376), pilote PAIDSPI (B Baudoin pour L Ihamouine), 1234C2018, cééer 4 actions MSR CH (PACHAPI pour C Balland); 1P2017 éch: 30/09/2017; 2P2018 éch: 30/06/2018; 3P2017 éch : 30/11/2017; 4P2016 éch: 11/06/2016 et 1 action SFI (PAIDSPRCOM) 1234P2018, éch: 30/06/2018, titre ""synthèse des résultats pour UNIE"" ============================================================ CLIP67 du 29 juin 2016 nous avons reçu le PA Palier 27515 avec un PMRQ en 99A pour le ctl endoscopique des DDG. NoUS rattachons en référence croisée de ce PA le PA 27515; échéance et stratégie d'intégration inchangées. 07/03/2017 : ajout de la RDU D455017000200 qui précise l'application de la DP328";
"00026376 ";"DOCN";" ";"DI001 - DP 328 IND0 ""DDG PTR"" - 1234C2015 DAM";"14/12/15";"30/06/18";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"14/12/15";"S";"Voir dans l'onglet Documents, le compte-rendu d'activités Tem de la Tranche 4. Réf RDU : D453316003245";
"00026382 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°188 à 191 NOVEMBRE 2015";"14/12/15";"29/02/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"14/12/15";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°188 à 191 soit jusque fin NOVEMBRE 2015. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014.";
"00026390 ";"DOCN";" ";"DI001 - MEA IND.4 DU REFERENCIEL RADIOPRO - 1234C2017 DAM";"14/12/15";"01/01/17";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"17/12/15";"D";" COMMENTAIRES ILD AU CLIP 53 DU 09/12/2015 : Evolution du chap5. ILD ne dispose pas de la préanalyse d'impact SP (impact sur PNP..). IPC possible. ILD propose la création d'1PA pour tracer le courrier, ce PA sera complété de la contribution Palier éventuelle.  Création d'1PA (00026390), pilote PASPRPI (P Gonnet) 1234C2017, échéance : 01/01/2017";
"00026426 ";"DOCN";"SIR";"[PIE] - récipient GSSx00ZZ-C/F 1234P 2017-2018";"15/12/15";"16/06/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"16/12/15";"D";" Intégration du nouveau Guide Professionnel et de l'indice C du Guide Spécifique. Abandon notion de témoin au niveau des calandres. 2GSS100ZZ-C : suppression des ZS E2/I2, E3, E4, E5. Modification périodicité IP. Modification équipement témoin pour décalorifugeage complet. Modification pression de ré-épreuve en fonction du nouveau Guide Professionnel. Ouverture de DT par le SIR pour les zones suivies en écart. DT189250 sur 1GSS100ZZ-C (contrôle en 2017). DT189251 sur 1GSS200ZZ-C (contrôle en 2017). DT189252 sur 1GSS200ZZ-C (contrôle en 2017). DT189254 sur 1GSS200ZZ-C (contrôle en 2017). Modification des équipements directeurs pour soupapes VVP. Mise en place du sondage sur la ZS I2 des faisceaux. Toutes les ZS des PIE doivent être faites lors de la requalification périodique. Pour le 1GSS100ZZ-C : détuilage de 10% de la virole au plus prés du fond B1 lors de la requalification périodique.";
"00026436 ";"DOCN";"SIR";"[PIE] - récipient GSSx02BA 1234P 2017-2018";"15/12/15";"21/06/16";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"21/12/15";"D";" Intégration du nouveau Guide Professionnel et des l'indices B et C du Guide Spécifique. Abandon notion de témoin. Suppression ZS E2, I2 sur le 2GSS102BA. Sondage sur la ZS E5 (zones analogues). Modification périodicité IP. Modification équipement témoin pour décalorifugeage complet. Modification fréquence de présence humaine fréquente -> moyenne Modification de la pression de ré-épreuve en fonction du nouveau Guide Professionnel. Ouverture de DT par le SIR pour les zones suivies en écart. 4GSS102BA - piquage C : DT181130 1GSS302BA - piquage G : DT181154 2GSS302BA - piquage G : DT181157 2GSS402BA - piquage G : DT181164 4GSS402BA - piquage G : DT181167 Modification équipements directeurs pour soupapes VVP.";
"00026910 ";"DOCN";" ";"[DI001]-MEA de la FA DVK 009 - PNPP1628- 3C2017 DAM";"28/12/15";"31/08/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/12/15";"D";" CADRE : MEA de la FA DVK 009 CONTEXTE : Modification PNPP1628 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL :24 H + 8h pour l¿intégration au chapitre IX des RGE ; + 8h pour l¿intégration dans la documentation du site ; + 8h pour l¿intégration dans le système d¿information ======================================================= CLIP54 du 22/12/2015 La FA a été vue en CLIP53, la PNM livrée dans ce CLIP D0900CP1500022; Un PMRQ pour ctl et manoeuvrabilité du registre (1cycle). La programmation de la PNPP1628 est maintenant en TR1/S01/2016; TR2/S22/2016;  TR3/2017 et TR4/2018. Création de 4 PA(26555, 26909, 26910, 26911) PASURPRCH9 (A Gaudin), 1C2016 échéance: 01/04/2016 , 2C2016 échéance 01/06/2016, 3C2017 échéance 01/06/2017, 4C2018 échéance 01/06/2018. 1 action SSI, 1 action MTE (PAMECPI pour R Dupont)";
"00026910 ";"DOCN";" ";"[DI001]-MEA de la FA DVK 009 - PNPP1628- 3C2017 DAM";"28/12/15";"31/08/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/12/15";"S";"L'intégration de la modification sur la tranche 3 est prévue en S35. Décalage de la date du PA à fin Août";
"00026911 ";"DOCN";" ";"[DI001]-MEA de la FA DVK 009 - PNPP1628- 4C2018 DAM";"28/12/15";"01/06/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/12/15";"D";" CADRE : MEA de la FA DVK 009 CONTEXTE : Modification PNPP1628 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL :24 H + 8h pour l¿intégration au chapitre IX des RGE ; + 8h pour l¿intégration dans la documentation du site ; + 8h pour l¿intégration dans le système d¿information ======================================================= CLIP54 du 22/12/2015 La FA a été vue en CLIP53, la PNM livrée dans ce CLIP D0900CP1500022; Un PMRQ pour ctl et manoeuvrabilité du registre (1cycle). La programmation de la PNPP1628 est maintenant en TR1/S01/2016; TR2/S22/2016;  TR3/2017 et TR4/2018. Création de 4 PA(26555, 26909, 26910, 26911) PASURPRCH9 (A Gaudin), 1C2016 échéance: 01/04/2016 , 2C2016 échéance 01/06/2016, 3C2017 échéance 01/06/2017, 4C2018 échéance 01/06/2018. 1 action SSI, 1 action MTE (PAMECPI pour R Dupont)";
"00026914 ";"DOCN";"EXP";"[DI001]-MEA de FA CA CPY 007 indice 0 - PNPP 1628-3C2017 DAM";"28/12/15";"31/10/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"30/12/15";"D";" CADRE : EVENEMENTIEL Seules ces versions cl4 seront indicées et remplaceront à terme les versions ETAT VD2 et ETAT VD3. Par conséquent, ces nouvelles versions seront à intégrer pour tous les sites pour la campagne 2016 CONTEXTE : Déclinaison modification PNPP 1628 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour intégration SI CHARGE DE TRAVAIL : 4h pour intégration doc de site COMMENTAIRE ILD  AU CLIP 54 DU 22/12/2015 : Correspond au courrier D0900CP1500062 qui prescrit la CPC CA ET l'EPC CCA020. Création de 4 PA(00026912, 00026913, 00026914, 00026915 ) pilote PAIDSPI(F Rumpler/D Mante pour JM Hénault), 1C2016 échéance: 01/04/2016 , 2C2016 échéance 01/06/2016, 3C2017 échéance 01/06/2017, 4C2018 échéance 01/06/2018. 1 action SSI, 1 action SCO (PAEXPPI  pour D Ravix/L Genter)";
"00026914 ";"DOCN";"EXP";"[DI001]-MEA de FA CA CPY 007 indice 0 - PNPP 1628-3C2017 DAM";"28/12/15";"31/10/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"30/12/15";"S";"Echéance repoussée du 01/06/2017 au 31/10/2017 car modification PNPP 1628 toujours en cours (début mai 2017 pour 4 mois).";
"00026915 ";"DOCN";"EXP";"[DI001]-MEA de FA CA CPY 007 indice 0 - PNPP 1628-4C2018 DAM";"28/12/15";"01/06/18";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"30/12/15";"D";" CADRE : EVENEMENTIEL Seules ces versions cl4 seront indicées et remplaceront à terme les versions ETAT VD2 et ETAT VD3. Par conséquent, ces nouvelles versions seront à intégrer pour tous les sites pour la campagne 2016 CONTEXTE : Déclinaison modification PNPP 1628 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour intégration SI CHARGE DE TRAVAIL : 4h pour intégration doc de site COMMENTAIRE ILD  AU CLIP 54 DU 22/12/2015 : Correspond au courrier D0900CP1500062 qui prescrit la CPC CA ET l'EPC CCA020. Création de 4 PA(00026912, 00026913,00026914, 00026915 ) pilote PAIDSPI(F Rumpler/D Mante pour JM Hénault), 1C2016 échéance: 01/04/2016 , 2C2016 échéance 01/06/2016, 3C2017 échéance 01/06/2017, 4C2018 échéance 01/06/2018. 1 action SSI, 1 action SCO (PAEXPPI  pour D Ravix/L Genter)";
